DEPTH (nm),B,DEPTH (nm),Ge,DEPTH (nm),C,DEPTH (nm),As
,,228.884,0.010450938,,,294.22843,8.86756E+18
,,229.614,0.013518474,,,295.16793,9.26868E+18
,,230.344,0.014943215,,,296.10742,9.68493E+18
,,231.074,0.012262176,,,297.04691,9.86702E+18
,,231.804,0.011950302,,,297.98641,9.51791E+18
,,232.534,0.016198248,,,298.9259,1.00432E+19
,,233.264,0.018031997,,,299.86539,9.308E+18
,,233.994,0.016140702,,,300.7062196,1.14204E+19
,,234.724,0.013991961,,,305.2255038,1.20646E+19
,,235.454,0.012629623,,,309.744788,1.25178E+19
,,236.184,0.011535946,,,314.2640723,1.31137E+19
,,236.914,0.011227115,,,318.7833565,1.39327E+19
,,237.644,0.012241333,,,323.3026407,1.42042E+19
,,238.374,0.010639178,,,327.8219249,1.48967E+19
,,239.104,0.009384205,,,332.3412092,1.58216E+19
,,239.834,0.013474966,,,336.8604934,1.64865E+19
,,240.564,0.015645594,,,341.3797776,1.70019E+19
,,241.294,0.014076806,,,345.8990618,1.80441E+19
,,242.024,0.014388219,,,350.4183461,1.83985E+19
,,242.754,0.014664138,,,354.9376303,1.94707E+19
,,243.484,0.013285296,,,359.4569145,2.05982E+19
,,244.214,0.011874626,,,363.9761987,2.0872E+19
,,244.944,0.011312039,,,368.495483,2.22895E+19
,,245.674,0.010778265,,,373.0147672,2.29062E+19
,,246.404,0.011278227,,,377.5340514,2.37691E+19
,,247.134,0.01339301,,,382.0533356,2.48737E+19
,,247.864,0.013955957,,,386.5726199,2.5693E+19
,,248.594,0.012660135,,,391.0919041,2.65813E+19
,,249.324,0.011614228,,,395.6111883,2.7251E+19
,,250.054,0.011640287,,,400.1304726,2.80151E+19
,,250.784,0.015197176,,,404.6497568,2.94075E+19
,,251.514,0.019878868,,,409.169041,3.04984E+19
,,252.244,0.017785556,,,413.6883252,3.18057E+19
,,252.974,0.012094974,,,418.2076095,3.21095E+19
,,253.704,0.011828923,,,422.7268937,3.34583E+19
,,254.434,0.013192479,,,427.2461779,3.42363E+19
,,255.164,0.011232315,,,431.7654621,3.55069E+19
,,255.894,0.01336574,,,436.2847464,3.67154E+19
,,256.624,0.018254737,,,440.8040306,3.79539E+19
,,257.354,0.015783419,,,445.3233148,3.88701E+19
,,258.084,0.010320259,,,449.842599,3.93788E+19
,,258.814,0.009473708,,,454.3618833,4.07394E+19
,,259.544,0.009698372,,,458.8811675,4.15773E+19
,,260.274,0.0094228,,,463.4004517,4.24913E+19
,,261.004,0.009458456,,,467.9197359,4.39049E+19
,,261.734,0.009468238,,,472.4390202,4.44253E+19
,,262.464,0.009726462,,,476.9583044,4.57445E+19
,,263.194,0.011581812,,,481.4775886,4.71513E+19
,,263.924,0.013195871,,,485.9968728,4.70638E+19
,,264.654,0.011363067,,,490.5161571,4.8793E+19
,,265.384,0.00977179,,,495.0354413,4.99628E+19
,,266.114,0.008660573,,,499.5547255,5.01884E+19
,,266.844,,,,504.0740097,5.21596E+19
,,267.574,,,,508.593294,5.21112E+19
,,268.304,,,,513.1125782,5.34215E+19
,,269.034,,,,517.6318624,5.40755E+19
,,269.764,,,,522.1511466,5.4566E+19
,,270.494,,,,526.6704309,5.61804E+19
,,271.224,,,,531.1897151,5.71891E+19
,,271.954,,,,535.7089993,5.77442E+19
,,272.684,,,,540.2282835,5.87023E+19
,,273.414,,,,544.7475678,5.94669E+19
,,274.144,,,,549.266852,6.08166E+19
,,274.874,,,,553.7861362,6.06508E+19
,,275.604,,,,558.3054204,6.18209E+19
,,276.334,,,,562.8247047,6.31891E+19
,,277.064,,,,567.3439889,6.44099E+19
,,277.794,,,,571.8632731,6.43339E+19
,,278.524,,,,576.3825573,6.51954E+19
,,279.254,,,,580.9018416,6.6096E+19
,,279.984,,,,585.4211258,6.68585E+19
,,280.714,,,,589.94041,6.80887E+19
,,281.444,,,,594.4596942,6.89433E+19
,,282.174,,,,598.9789785,6.9434E+19
,,282.904,,,,603.4982627,7.11619E+19
,,283.634,,,,608.0175469,7.08486E+19
,,284.364,,,,612.5368311,7.23806E+19
,,285.094,,,,617.0561154,7.26686E+19
,,285.824,,,,621.5753996,7.32538E+19
,,286.554,,,,626.0946838,7.40303E+19
,,287.284,,,,630.613968,7.52168E+19
,,288.014,,,,635.1332523,7.54104E+19
,,288.744,,,,639.6525365,7.68228E+19
,,289.474,,,,644.1718207,7.75947E+19
,,290.204,,,,648.6911049,7.80256E+19
,,290.934,,,,653.2103892,7.81247E+19
,,291.664,,,,657.7296734,7.84887E+19
,,292.394,,,,662.2489576,7.96593E+19
,,293.124,,,,666.7682418,7.99543E+19
,,293.854,,,,671.2875261,8.07562E+19
,,294.584,,,,675.8068103,8.15074E+19
,,295.314,,,,680.3260945,8.16526E+19
,,296.044,,,,684.8453787,8.31205E+19
,,296.774,,,,689.364663,8.28578E+19
,,297.504,,,,693.8839472,8.36252E+19
,,298.234,,,,698.4032314,8.43973E+19
,,298.964,,,,702.9225156,8.60474E+19
,,299.694,,,,707.4417999,8.5757E+19
,,,,,,711.9610841,8.68241E+19
,,,,,,716.4803683,8.65936E+19
,,,,,,720.9996525,8.80986E+19
,,,,,,725.5189368,8.82668E+19
,,,,,,730.038221,8.79741E+19
,,,,,,734.5575052,8.82069E+19
,,,,,,739.0767894,8.92902E+19
,,,,,,743.5960737,8.95414E+19
,,,,,,748.1153579,9.07837E+19
,,,,,,752.6346421,9.0869E+19
,,,,,,757.1539263,9.13116E+19
,,,,,,761.6732106,9.21759E+19
,,,,,,766.1924948,9.27729E+19
,,,,,,770.711779,9.38425E+19
,,,,,,775.2310632,9.36304E+19
,,,,,,779.7503475,9.35982E+19
,,,,,,784.2696317,9.52717E+19
,,,,,,788.7889159,9.43358E+19
,,,,,,793.3082001,9.59517E+19
,,,,,,797.8274844,9.46447E+19
,,,,,,802.3467686,9.62076E+19
,,,,,,806.8660528,9.67378E+19
,,,,,,811.385337,9.73187E+19
,,,,,,815.9046213,9.68139E+19
,,,,,,820.4239055,9.70859E+19
,,,,,,824.9431897,9.80403E+19
,,,,,,829.4624739,9.93797E+19
,,,,,,833.9817582,1.00265E+20
,,,,,,838.5010424,9.94212E+19
,,,,,,843.0203266,1.00168E+20
,,,,,,847.5396108,1.01549E+20
,,,,,,852.0588951,1.00998E+20
,,,,,,856.5781793,1.0166E+20
,,,,,,861.0974635,1.01314E+20
,,,,,,865.6167477,1.01807E+20
,,,,,,870.136032,1.01978E+20
,,,,,,874.6553162,1.02741E+20
,,,,,,879.1746004,1.02672E+20
,,,,,,883.6938846,1.03179E+20
,,,,,,888.2131689,1.02688E+20
,,,,,,892.7324531,1.05766E+20
,,,,,,897.2517373,1.03013E+20
,,,,,,901.7710215,1.04832E+20
,,,,,,906.2903058,1.05081E+20
,,,,,,910.80959,1.0643E+20
,,,,,,915.3288742,1.06799E+20
,,,,,,919.8481584,1.06071E+20
,,,,,,924.3674427,1.05628E+20
,,,,,,928.8867269,1.07295E+20
,,,,,,933.4060111,1.07323E+20
,,,,,,937.9252953,1.07385E+20
,,,,,,942.4445796,1.0818E+20
,,,,,,946.9638638,1.07466E+20
,,,,,,951.483148,1.07604E+20
,,,,,,956.0024322,1.08741E+20
,,,,,,960.5217165,1.09193E+20
,,,,,,965.0410007,1.08054E+20
,,,,,,969.5602849,1.08787E+20
,,,,,,974.0795691,1.09474E+20
,,,,,,978.5988534,1.10182E+20
,,,,,,983.1181376,1.10634E+20
,,,,,,987.6374218,1.09638E+20
,,,,,,992.156706,1.10678E+20
,,,,,,996.6759903,1.09981E+20
,,,,,,1001.195274,1.10551E+20
,,,,,,1005.714559,1.11127E+20
,,,,,,1010.233843,1.1157E+20
,,,,,,1014.753127,1.12714E+20
,,,,,,1019.272411,1.11907E+20
,,,,,,1023.791696,1.10639E+20
,,,,,,1028.31098,1.11789E+20
,,,,,,1032.830264,1.12954E+20
,,,,,,1037.349548,1.13579E+20
,,,,,,1041.868833,1.13634E+20
,,,,,,1046.388117,1.12638E+20
,,,,,,1050.907401,1.13526E+20
,,,,,,1055.426685,1.13738E+20
,,,,,,1059.945969,1.13777E+20
,,,,,,1064.465254,1.13369E+20
,,,,,,1068.984538,1.14531E+20
,,,,,,1073.503822,1.13962E+20
,,,,,,1078.023106,1.14488E+20
,,,,,,1082.542391,1.14345E+20
,,,,,,1087.061675,1.14702E+20
,,,,,,1091.580959,1.15721E+20
,,,,,,1096.100243,1.15498E+20
,,,,,,1100.619527,1.14845E+20
,,,,,,1105.138812,1.1472E+20
,,,,,,1109.658096,1.15228E+20
,,,,,,1114.17738,1.15433E+20
,,,,,,1118.696664,1.15744E+20
,,,,,,1123.215949,1.15634E+20
,,,,,,1127.735233,1.16316E+20
,,,,,,1132.254517,1.17133E+20
,,,,,,1136.773801,1.16035E+20
,,,,,,1141.293085,1.15973E+20
,,,,,,1145.81237,1.16111E+20
,,,,,,1150.331654,1.1622E+20
,,,,,,1154.850938,1.17207E+20
,,,,,,1159.370222,1.16448E+20
,,,,,,1163.889507,1.1645E+20
,,,,,,1168.408791,1.17283E+20
,,,,,,1172.928075,1.17087E+20
,,,,,,1177.447359,1.1735E+20
,,,,,,1181.966644,1.16556E+20
,,,,,,1186.485928,1.16879E+20
,,,,,,1191.005212,1.17885E+20
,,,,,,1195.524496,1.17504E+20
,,,,,,1200.04378,1.17347E+20
,,,,,,1204.563065,1.17608E+20
,,,,,,1209.082349,1.18671E+20
,,,,,,1213.601633,1.17668E+20
,,,,,,1218.120917,1.18035E+20
,,,,,,1222.640202,1.18371E+20
,,,,,,1227.159486,1.18844E+20
,,,,,,1231.67877,1.17384E+20
,,,,,,1236.198054,1.18579E+20
,,,,,,1240.717338,1.1854E+20
,,,,,,1245.236623,1.18574E+20
,,,,,,1249.755907,1.19179E+20
,,,,,,1254.275191,1.18127E+20
,,,,,,1258.794475,1.18436E+20
,,,,,,1263.31376,1.17813E+20
,,,,,,1267.833044,1.17924E+20
,,,,,,1272.352328,1.17857E+20
,,,,,,1276.871612,1.18189E+20
,,,,,,1281.390896,1.18731E+20
,,,,,,1285.910181,1.1892E+20
,,,,,,1290.429465,1.19179E+20
,,,,,,1294.948749,1.18009E+20
,,,,,,1299.468033,1.18346E+20
,,,,,,1303.987318,1.18139E+20
,,,,,,1308.506602,1.17765E+20
,,,,,,1313.025886,1.18134E+20
,,,,,,1317.54517,1.17774E+20
,,,,,,1322.064454,1.18205E+20
,,,,,,1326.583739,1.18009E+20
,,,,,,1331.103023,1.19075E+20
,,,,,,1335.622307,1.18962E+20
,,,,,,1340.141591,1.19299E+20
,,,,,,1344.660876,1.17873E+20
,,,,,,1349.18016,1.18136E+20
,,,,,,1353.699444,1.17912E+20
,,,,,,1358.218728,1.17673E+20
,,,,,,1362.738013,1.17716E+20
,,,,,,1367.257297,1.18574E+20
,,,,,,1371.776581,1.17929E+20
,,,,,,1376.295865,1.18572E+20
,,,,,,1380.815149,1.16852E+20
,,,,,,1385.334434,1.18404E+20
,,,,,,1389.853718,1.17938E+20
,,,,,,1394.373002,1.16893E+20
,,,,,,1398.892286,1.17193E+20
,,,,,,1403.411571,1.17188E+20
,,,,,,1407.930855,1.1598E+20
,,,,,,1412.450139,1.16778E+20
,,,,,,1416.969423,1.17433E+20
,,,,,,1421.488707,1.17315E+20
,,,,,,1426.007992,1.17442E+20
,,,,,,1430.527276,1.17442E+20
,,,,,,1435.04656,1.16277E+20
,,,,,,1439.565844,1.17615E+20
,,,,,,1444.085129,1.15535E+20
,,,,,,1448.604413,1.16167E+20
,,,,,,1453.123697,1.155E+20
,,,,,,1457.642981,1.16127E+20
,,,,,,1462.162265,1.16047E+20
,,,,,,1466.68155,1.16063E+20
,,,,,,1471.200834,1.15205E+20
,,,,,,1475.720118,1.1479E+20
,,,,,,1480.239402,1.15345E+20
,,,,,,1484.758687,1.1633E+20
,,,,,,1489.277971,1.1556E+20
,,,,,,1493.797255,1.1532E+20
,,,,,,1498.316539,1.14903E+20
,,,,,,1502.835823,1.14504E+20
,,,,,,1507.355108,1.14944E+20
,,,,,,1511.874392,1.13904E+20
,,,,,,1516.393676,1.15272E+20
,,,,,,1520.91296,1.14266E+20
,,,,,,1525.432245,1.13208E+20
,,,,,,1529.951529,1.13978E+20
,,,,,,1534.470813,1.1327E+20
,,,,,,1538.990097,1.13643E+20
,,,,,,1543.509382,1.13512E+20
,,,,,,1548.028666,1.12486E+20
,,,,,,1552.54795,1.13178E+20
,,,,,,1557.067234,1.12608E+20
,,,,,,1561.586518,1.11808E+20
,,,,,,1566.105803,1.11584E+20
,,,,,,1570.625087,1.12068E+20
,,,,,,1575.144371,1.11935E+20
,,,,,,1579.663655,1.12294E+20
,,,,,,1584.18294,1.11153E+20
,,,,,,1588.702224,1.11559E+20
,,,,,,1593.221508,1.11626E+20
,,,,,,1597.740792,1.10904E+20
,,,,,,1602.260076,1.1089E+20
,,,,,,1606.779361,1.09972E+20
,,,,,,1611.298645,1.08858E+20
,,,,,,1615.817929,1.08566E+20
,,,,,,1620.337213,1.08035E+20
,,,,,,1624.856498,1.097E+20
,,,,,,1629.375782,1.08815E+20
,,,,,,1633.895066,1.08533E+20
,,,,,,1638.41435,1.0828E+20
,,,,,,1642.933634,1.08796E+20
,,,,,,1647.452919,1.08365E+20
,,,,,,1651.972203,1.08522E+20
,,,,,,1656.491487,1.07639E+20
,,,,,,1661.010771,1.08086E+20
,,,,,,1665.530056,1.06066E+20
,,,,,,1670.04934,1.07415E+20
,,,,,,1674.568624,1.05522E+20
,,,,,,1679.087908,1.06887E+20
,,,,,,1683.607192,1.06121E+20
,,,,,,1688.126477,1.0527E+20
,,,,,,1692.645761,1.05469E+20
,,,,,,1697.165045,1.05324E+20
,,,,,,1701.684329,1.04553E+20
,,,,,,1706.203614,1.0436E+20
,,,,,,1710.722898,1.04173E+20
,,,,,,1715.242182,1.04752E+20
,,,,,,1719.761466,1.04632E+20
,,,,,,1724.280751,1.0273E+20
,,,,,,1728.800035,1.03221E+20
,,,,,,1733.319319,1.03165E+20
,,,,,,1737.838603,1.02474E+20
,,,,,,1742.357887,1.0228E+20
,,,,,,1746.877172,1.01236E+20
,,,,,,1751.396456,1.01964E+20
,,,,,,1755.91574,1.01664E+20
,,,,,,1760.435024,1.00579E+20
,,,,,,1764.954309,1.00793E+20
,,,,,,1769.473593,9.98201E+19
,,,,,,1773.992877,1.00719E+20
,,,,,,1778.512161,9.92322E+19
,,,,,,1783.031445,9.86789E+19
,,,,,,1787.55073,9.911E+19
,,,,,,1792.070014,9.83239E+19
,,,,,,1796.589298,9.78882E+19
,,,,,,1801.108582,9.71528E+19
,,,,,,1805.627867,9.72242E+19
,,,,,,1810.147151,9.6528E+19
,,,,,,1814.666435,9.65303E+19
,,,,,,1819.185719,9.57973E+19
,,,,,,1823.705003,9.54331E+19
,,,,,,1828.224288,9.55345E+19
,,,,,,1832.743572,9.52532E+19
,,,,,,1837.262856,9.4398E+19
,,,,,,1841.78214,9.37319E+19
,,,,,,1846.301425,9.44626E+19
,,,,,,1850.820709,9.33469E+19
,,,,,,1855.339993,9.28098E+19
,,,,,,1859.859277,9.22843E+19
,,,,,,1864.378562,9.15743E+19
,,,,,,1868.897846,9.10258E+19
,,,,,,1873.41713,9.08713E+19
,,,,,,1877.936414,9.11318E+19
,,,,,,1882.455698,8.94492E+19
,,,,,,1886.974983,8.96843E+19
,,,,,,1891.494267,8.94815E+19
,,,,,,1896.013551,8.79695E+19
,,,,,,1900.532835,8.83752E+19
,,,,,,1905.05212,8.80433E+19
,,,,,,1909.571404,8.82691E+19
,,,,,,1914.090688,8.67826E+19
,,,,,,1918.609972,8.70545E+19
,,,,,,1923.129256,8.59252E+19
,,,,,,1927.648541,8.58953E+19
,,,,,,1932.167825,8.48374E+19
,,,,,,1936.687109,8.45494E+19
,,,,,,1941.206393,8.51094E+19
,,,,,,1945.725678,8.37796E+19
,,,,,,1950.244962,8.30399E+19
,,,,,,1954.764246,8.3434E+19
,,,,,,1959.28353,8.27541E+19
,,,,,,1963.802814,8.14567E+19
,,,,,,1968.322099,8.10511E+19
,,,,,,1972.841383,8.15927E+19
,,,,,,1977.360667,8.01225E+19
,,,,,,1981.879951,8.04543E+19
,,,,,,1986.399236,7.97446E+19
,,,,,,1990.91852,7.89335E+19
,,,,,,1995.437804,7.86823E+19
,,,,,,1999.957088,7.74703E+19
,,,,,,2004.476372,7.7756E+19
,,,,,,2008.995657,7.64011E+19
,,,,,,2013.514941,7.67836E+19
,,,,,,2018.034225,7.61846E+19
,,,,,,2022.553509,7.5233E+19
,,,,,,2027.072794,7.39105E+19
,,,,,,2031.592078,7.41823E+19
,,,,,,2036.111362,7.23023E+19
,,,,,,2040.630646,7.25465E+19
,,,,,,2045.149931,7.26456E+19
,,,,,,2049.669215,7.26179E+19
,,,,,,2054.188499,7.07633E+19
,,,,,,2058.707783,7.14084E+19
,,,,,,2063.227067,6.94133E+19
,,,,,,2067.746352,6.88927E+19
,,,,,,2072.265636,6.79781E+19
,,,,,,2076.78492,6.76256E+19
,,,,,,2081.304204,6.73607E+19
,,,,,,2085.823489,6.69875E+19
,,,,,,2090.342773,6.63333E+19
,,,,,,2094.862057,6.61559E+19
,,,,,,2099.381341,6.49512E+19
,,,,,,2103.900625,6.46057E+19
,,,,,,2108.41991,6.36797E+19
,,,,,,2112.939194,6.26593E+19
,,,,,,2117.458478,6.27376E+19
,,,,,,2121.977762,6.13694E+19
,,,,,,2126.497047,6.07936E+19
,,,,,,2131.016331,6.09548E+19
,,,,,,2135.535615,5.99575E+19
,,,,,,2140.054899,5.9437E+19
,,,,,,2144.574183,5.88543E+19
,,,,,,2149.093468,5.78064E+19
,,,,,,2153.612752,5.72859E+19
,,,,,,2158.132036,5.76682E+19
,,,,,,2162.65132,5.53675E+19
,,,,,,2167.170605,5.45845E+19
,,,,,,2171.689889,5.46282E+19
,,,,,,2176.209173,5.40226E+19
,,,,,,2180.728457,5.39051E+19
,,,,,,2185.247741,5.29794E+19
,,,,,,2189.767026,5.17727E+19
,,,,,,2194.28631,5.11256E+19
,,,,,,2198.805594,5.00779E+19
,,,,,,2203.324878,4.92374E+19
,,,,,,2207.844163,4.88022E+19
,,,,,,2212.363447,4.807E+19
,,,,,,2216.882731,4.7598E+19
,,,,,,2221.402015,4.73539E+19
,,,,,,2225.9213,4.58366E+19
,,,,,,2230.440584,4.54521E+19
,,,,,,2234.959868,4.48926E+19
,,,,,,2239.479152,4.39256E+19
,,,,,,2243.998436,4.36309E+19
,,,,,,2248.517721,4.3182E+19
,,,,,,2253.037005,4.23117E+19
,,,,,,2257.556289,4.14922E+19
,,,,,,2262.075573,4.03917E+19
,,,,,,2266.594858,3.96274E+19
,,,,,,2271.114142,3.92476E+19
,,,,,,2275.633426,3.76546E+19
,,,,,,2280.15271,3.7597E+19
,,,,,,2284.671994,3.6941E+19
,,,,,,2289.191279,3.65957E+19
,,,,,,2293.710563,3.49222E+19
,,,,,,2298.229847,3.46E+19
,,,,,,2302.749131,3.41281E+19
,,,,,,2307.268416,3.38404E+19
,,,,,,2311.7877,3.22568E+19
,,,,,,2316.306984,3.20543E+19
,,,,,,2320.826268,3.10577E+19
,,,,,,2325.345552,3.05398E+19
,,,,,,2329.864837,3.01739E+19
,,,,,,2334.384121,2.93591E+19
,,,,,,2338.903405,2.89955E+19
,,,,,,2343.422689,2.80128E+19
,,,,,,2347.941974,2.72786E+19
,,,,,,2352.461258,2.67171E+19
,,,,,,2356.980542,2.5617E+19
,,,,,,2361.499826,2.55572E+19
,,,,,,2366.01911,2.43697E+19
,,,,,,2370.538395,2.41419E+19
,,,,,,2375.057679,2.3371E+19
,,,,,,2379.576963,2.2874E+19
,,,,,,2384.096247,2.21468E+19
,,,,,,2388.615532,2.15209E+19
,,,,,,2393.134816,2.09779E+19
,,,,,,2397.6541,2.05614E+19
,,,,,,2402.173384,2.01564E+19
,,,,,,2406.692669,1.93212E+19
,,,,,,2411.211953,1.85757E+19
,,,,,,2415.731237,1.84744E+19
,,,,,,2420.250521,1.81408E+19
,,,,,,2424.769805,1.7347E+19
,,,,,,2429.28909,1.67603E+19
,,,,,,2433.808374,1.63945E+19
,,,,,,2438.327658,1.56306E+19
,,,,,,2442.846942,1.54972E+19
,,,,,,2447.366227,1.46919E+19
,,,,,,2451.885511,1.44549E+19
,,,,,,2456.404795,1.4165E+19
,,,,,,2460.924079,1.40937E+19
,,,,,,2465.443363,1.33644E+19
,,,,,,2469.962648,1.27962E+19
,,,,,,2474.481932,1.27571E+19
,,,,,,2479.001216,1.19335E+19
,,,,,,2483.5205,1.1754E+19
,,,,,,2488.039785,1.12571E+19
,,,,,,2492.559069,1.10869E+19
,,,,,,2497.078353,1.05716E+19
,,,,,,2501.597637,1.01069E+19
,,,,,,2506.116921,9.87454E+18
,,,,,,2510.636206,9.75261E+18
,,,,,,2515.15549,9.51337E+18
,,,,,,2519.674774,8.85086E+18
,,,,,,2524.194058,8.54491E+18
,,,,,,2528.713343,8.4391E+18
,,,,,,2533.232627,8.4483E+18
,,,,,,2537.751911,7.795E+18
,,,,,,2542.271195,7.83411E+18
,,,,,,2546.790479,7.51437E+18
,,,,,,2551.309764,7.01751E+18
,,,,,,2555.829048,6.74838E+18
,,,,,,2560.348332,6.67477E+18
,,,,,,2564.867616,6.28603E+18
,,,,,,2569.386901,6.03761E+18
,,,,,,2573.906185,5.86739E+18
,,,,,,2578.425469,5.69718E+18
,,,,,,2582.944753,5.42116E+18
,,,,,,2587.464038,5.11063E+18
,,,,,,2591.983322,4.95192E+18
,,,,,,2596.502606,4.6E+18
,,,,,,2601.02189,4.5885E+18
,,,,,,2605.541174,4.40679E+18
,,,,,,2610.060459,4.11008E+18
,,,,,,2614.579743,3.99277E+18
,,,,,,2619.099027,3.63856E+18
,,,,,,2623.618311,3.59716E+18
,,,,,,2628.137596,3.33265E+18
,,,,,,2632.65688,3.22225E+18
,,,,,,2637.176164,3.00144E+18
,,,,,,2641.695448,2.97614E+18
,,,,,,2646.214732,2.60354E+18
,,,,,,2650.734017,2.52304E+18
,,,,,,2655.253301,2.38044E+18
,,,,,,2659.772585,2.17574E+18
,,,,,,2664.291869,1.99174E+18
,,,,,,2668.811154,1.99864E+18
,,,,,,2673.330438,1.83074E+18
,,,,,,2677.849722,1.63524E+18
,,,,,,2682.369006,1.55934E+18
,,,,,,2686.88829,1.43055E+18
,,,,,,2691.407575,1.23735E+18
,,,,,,2695.926859,1.15455E+18
,,,,,,2700.446143,9.19959E+17
,,,,,,2704.965427,9.26859E+17
,,,,,,2709.484712,8.18763E+17
,,,,,,2714.003996,6.80768E+17
,,,,,,2718.52328,7.12967E+17
,,,,,,2723.042564,5.54273E+17
,,,,,,2727.561849,4.64577E+17
,,,,,,2732.081133,4.09379E+17
,,,,,,2736.600417,3.49582E+17
,,,,,,2741.119701,3.10484E+17
,,,,,,2745.638985,2.32288E+17
,,,,,,2750.15827,2.04689E+17
,,,,,,2754.677554,1.49492E+17
,,,,,,2759.196838,1.42592E+17
,,,,,,2763.716122,1.42592E+17
,,,,,,2768.235407,1.26493E+17
,,,,,,2772.754691,1.49492E+17
,,,,,,2777.273975,1.26493E+17
,,,,,,2781.793259,8.96951E+16
,,,,,,2786.312543,9.65948E+16
,,,,,,2790.831828,8.04956E+16
,,,,,,2795.351112,6.20966E+16
,,,,,,2799.870396,5.28971E+16
,,,,,,2804.38968,4.36976E+16
,,,,,,2808.908965,6.89962E+16
,,,,,,2813.428249,4.82974E+16
,,,,,,2817.947533,3.6798E+16
,,,,,,2822.466817,5.05972E+16
,,,,,,2826.986101,3.44981E+16
,,,,,,2831.505386,4.59975E+16
,,,,,,2836.02467,4.82974E+16
,,,,,,2840.543954,5.05972E+16
,,,,,,2845.063238,3.44981E+16
,,,,,,2849.582523,2.98984E+16
,,,,,,2854.101807,2.52986E+16
,,,,,,2858.621091,3.44981E+16
,,,,,,2863.140375,3.44981E+16
,,,,,,2867.659659,2.52986E+16
,,,,,,2872.178944,2.06989E+16
,,,,,,2876.698228,3.44981E+16
,,,,,,2881.217512,4.13977E+16
,,,,,,2885.736796,2.06989E+16
,,,,,,2890.256081,2.75985E+16
,,,,,,2894.775365,2.52986E+16
,,,,,,2899.294649,2.98984E+16
,,,,,,2903.813933,2.29987E+16
,,,,,,2908.333218,3.90979E+16
,,,,,,2912.852502,1.14994E+16
,,,,,,2917.371786,2.06989E+16
,,,,,,2921.89107,1.37992E+16
,,,,,,2926.410354,3.21982E+16
,,,,,,2930.929639,4.59975E+15
,,,,,,2935.448923,2.29987E+16
,,,,,,2939.968207,1.8399E+16
,,,,,,2944.487491,2.98984E+16
,,,,,,2949.006776,3.44981E+16
,,,,,,2953.52606,2.52986E+16
,,,,,,2958.045344,1.60991E+16
,,,,,,2962.564628,3.21982E+16
,,,,,,2967.083912,1.8399E+16
,,,,,,2971.603197,2.29987E+16
,,,,,,2976.122481,3.21982E+16
,,,,,,2980.641765,1.37992E+16
,,,,,,2985.161049,1.37992E+16
,,,,,,2989.680334,2.29987E+16
,,,,,,2994.199618,2.75985E+16
,,,,,,2998.718902,2.29987E+16
